,words,category
5226,"Nevertheless , the consequence of the policy proposed is everywhere subtly qualified : it is `` a possible result , however improbable '' ; ;",religion
5227,"`` the worst , and least probable '' result ; ;",religion
5228,`` if it didn't prevail mankind would still be given the opportunity of prevailing '' ; ;,religion
5229,for `` surely anything is better than a policy which allows for the possibility of nuclear war '' .,religion
5230,"If we have not thought and made a decision entirely in these terms , then we need to submit ourselves to the following `` simple test '' : `` Have we decided how we are to kill the other members of our household in the event of our being less injured than they are '' ? ?",religion
5231,"Thus , moral decision must be entirely deduced backward from the likely eventuality ; ;",religion
5232,"it is no longer to be formulated in terms of the nature of present action itself , its intention , and proximate effect or the thing to be done .",religion
5233,"Several of the replies to Mr. Toynbee , without conscious resort to the traditional terminology with regard to the permission of evil , succeed in restoring the actual context in which present moral and political decisions must be made , by distinguishing between choosing a great evil and choosing in danger of this evil .",religion
5234,`` It is worse for a nation to give in to evil than to run the risk of annihilation '' .,religion
5235,`` I am consciously prepared to run the continued risk of ' race suicide by accident ' rather than accept the alternative certainty of race slavery by design .,religion
5236,"But I can only make this choice because I believe that the risk need not increase , but may be deliberately reduced '' ( by precautions against accidents or by limiting war ? ?",religion
